,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,remote_addr,location_city,label
0,-0.454184139974,2.38894640017,-0.29365832938,-4.47528145238,-0.689742104294,-0.76203613208,-0.68088514588,-0.709984415646,-2.31445445854,-0.956626020461,-0.877166180751,1.60350471343,-0.310685856788,-0.0316586093957,-0.0834436762025,-0.0348405574026,-0.0828825151216,-0.0210985472411,1.0,-1.00702467241,-1.72294265896,-1.72354027526,-1.64180474449,-2.09113752474,-1.63662089371,1.0,58.19.32.182,武汉,1
1,-0.454184139974,0.702026010462,-0.622571614079,-4.26965374367,-0.689742104294,-0.76203613208,-0.68088514588,-0.709984415646,-2.26633290043,-0.956626020461,-0.877166180751,1.60350471343,-0.310685856788,-0.0309793275566,-0.0834436762025,-0.0348405574026,-0.0828825151216,-0.0210985472411,-1.0,-1.00702467241,-1.72082250556,-1.72354027526,-1.64180474449,-2.09113752474,-1.63662089371,-1.0,218.28.191.81,郑州,1
2,-0.454184139974,0.266923187595,0.983504956951,-2.00774894785,-0.689742104294,0.488570211596,1.85028640014,0.446655957386,-2.21821134233,-0.956626020461,-0.877166180751,1.60350471343,-0.310685856788,-0.0303000457174,-0.0834436762025,-0.0348405574026,-0.0828825151216,-0.0210985472411,-1.0,0.993024329394,-1.71870235216,-1.72354027526,-1.64180474449,-2.09113752474,-1.63662089371,-1.0,58.60.1.6,深圳市,2
3,-0.454184139974,-0.155785401936,-1.48159513954,-1.80212123914,-0.689742104294,0.488570211596,1.85028640014,0.446655957386,-2.17008978423,-0.956626020461,-0.877166180751,1.60350471343,-0.310685856788,-0.0296207638783,-0.0834436762025,-0.0348405574026,-0.0828825151216,-0.0210985472411,-1.0,0.993024329394,-1.71658219876,-1.72354027526,-1.64180474449,-2.09113752474,-1.63662089371,-1.0,58.19.32.182,武汉,1
4,-0.454184139974,-0.778106380969,-0.146697074514,-1.59649353043,-0.689742104294,0.488570211596,1.85028640014,0.446655957386,-2.12196822612,-0.956626020461,-0.877166180751,1.60350471343,-0.310685856788,-0.0289414820391,-0.0834436762025,-0.0348405574026,-0.0828825151216,-0.0210985472411,1.0,-1.00702467241,-1.71446204536,-1.72354027526,-1.64180474449,-2.09113752474,-1.63662089371,1.0,58.19.32.182,武汉,0
5,-0.454184139974,-0.787238973953,-1.07745168866,-1.39086582172,-0.689742104294,0.488570211596,1.85028640014,0.446655957386,-2.07384666802,-0.956626020461,-0.877166180751,1.60350471343,-0.310685856788,-0.0282622002,-0.0834436762025,-0.0348405574026,-0.0828825151216,-0.0210985472411,-1.0,0.993024329394,-1.71234189197,-1.72354027526,-1.64180474449,-2.09113752474,-1.63662089371,-1.0,218.22.9.181,合肥,0
6,1.87853051587,-0.769626116056,0.77705938464,-1.39086582172,-0.689742104294,0.488570211596,2.27214832448,0.446655957386,-2.07384666802,-0.956626020461,-0.877166180751,1.79021928183,-0.310685856788,-0.0282622002,-0.0834436762025,-0.0348405574026,-0.0712970363515,-0.0210985472411,1.0,-1.00702467241,-1.71234189197,-1.72354027526,-1.64180474449,-2.04995556553,-1.63662089371,1.0,222.177.245.35,重庆,0
7,-0.454184139974,-0.823117017818,0.771810768395,-1.18523811301,-0.689742104294,0.488570211596,2.27214832448,0.446655957386,-2.02572510992,-0.956626020461,-0.877166180751,1.79021928183,-0.310685856788,-0.0275829183608,-0.0834436762025,-0.0348405574026,-0.0712970363515,-0.0210985472411,-1.0,-1.00702467241,-1.71022173857,-1.72354027526,-1.64180474449,-2.04995556553,-1.63662089371,-1.0,218.22.9.181,合肥,0
8,1.87853051587,-0.700479340608,1.27567792793,-1.18523811301,-0.689742104294,0.488570211596,2.69401024882,0.446655957386,-2.02572510992,-0.956626020461,-0.877166180751,1.97693385023,-0.310685856788,-0.0275829183608,-0.0834436762025,-0.0348405574026,-0.0597115575813,-0.0210985472411,-1.0,0.993024329394,-1.71022173857,-1.72354027526,-1.64180474449,-2.00877360632,-1.63662089371,-1.0,222.177.245.35,重庆,0
9,-0.454184139974,-0.691346747624,0.229453756391,-0.979610404297,-0.689742104294,0.488570211596,2.69401024882,0.446655957386,-1.97760355181,-0.956626020461,-0.877166180751,1.97693385023,-0.310685856788,-0.0269036365216,-0.0834436762025,-0.0348405574026,-0.0597115575813,-0.0210985472411,1.0,-1.00702467241,-1.70810158517,-1.72354027526,-1.64180474449,-2.00877360632,-1.63662089371,1.0,124.72.93.32,厦门市,0
